0, 0, 253
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
127, 127, 127
63, 107, 86
38, 130, 96
0, 158, 30
0, 188, 61
68, 201, 140
51, 221, 168
22, 219, 237
33, 204, 237
25, 173, 237
25, 145, 249
0, 20, 255
102, 109, 247
127, 150, 255
142, 178, 255
181, 201, 255
214, 226, 237
242, 221, 160
239, 193, 130
242, 132, 68
220, 60, 30
255, 120, 20
255, 190, 20
255, 249, 20
170, 255, 60
120, 200, 80
254, 254, 174
231, 246, 159
203, 228, 128
172, 206, 100
125, 190, 84
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
254, 254, 254
254, 0, 0
254, 141, 0
254, 254, 0
0, 158, 30
999,999,999
